RNA,Locus
NM_001160519.1,annotated by transcript or proteomic data
XR_005041422.1,LOC118946551
XR_005041420.1,LOC118946549
XR_005041421.1,LOC118946550
XM_036970916.1,LOC110519740
XM_036970985.1,cratb
XM_036971417.1,ppp1r18
XM_036971738.1,LOC110487628
XM_036971740.1,LOC110488396
XM_036971739.1,LOC110488396
XM_036971741.1,LOC110488389
XM_036971742.1,LOC110488389
XM_036971744.1,LOC110517080
XM_036971323.1,LOC110517265
XM_036970671.1,LOC110488472
XM_036970605.1,tgfr2
XM_036970606.1,tgfr2
NM_001281369.1,annotated by transcript or proteomic data
XM_036970692.1,LOC110488444
XM_036970691.1,LOC110488444
XM_036970690.1,LOC110488444
XM_036970694.1,LOC110488444
XM_036970693.1,LOC110488444
XM_036971401.1,LOC110515126
XM_036971403.1,LOC110515126
XM_036971404.1,LOC110515126
XM_036971402.1,LOC110515126
XM_036971400.1,LOC110515126
XM_036971399.1,LOC110515126
XM_036971405.1,LOC110515126
XM_036970625.1,LOC110513167
XM_036970620.1,LOC110513167
XM_036970624.1,LOC110513167
XM_036970623.1,LOC110513167
XM_036970627.1,LOC110513167
XM_036970626.1,LOC110513167
XM_036970621.1,LOC110513167
XM_036970622.1,LOC110513167
XM_036971450.1,LOC110488487
XM_036970705.1,LOC110514582
XM_036970706.1,LOC110514582
XM_036970709.1,LOC110514582
XM_036970708.1,LOC110514582
XM_036970707.1,LOC110514582
XM_036970704.1,LOC110514582
XM_021560761.2,LOC110488529
XR_005041320.1,LOC118946482
XM_036971166.1,clk2a
XM_036971167.1,clk2a
XM_036971238.1,cers2a
XM_036971239.1,cers2a
XM_036971244.1,cers2a
XM_036971242.1,cers2a
XM_036971241.1,cers2a
XM_036971240.1,cers2a
XM_036971211.1,celf3a
XM_036971210.1,celf3a
XM_036971208.1,celf3a
XM_036971213.1,celf3a
XM_036971212.1,celf3a
XR_005041326.1,rprd2a
XR_005041325.1,rprd2a
XM_036971207.1,rprd2a
XM_036971435.1,LOC110510413
XM_036971434.1,LOC110510413
XM_036971433.1,LOC110510413
XM_036971432.1,LOC110510413
XM_021591767.2,mrps21
XM_021560664.2,unclassified transcription discrepancy
XM_036971214.1,scamp3
XM_036971015.1,si:ch211-81a5.1
XM_036971019.1,LOC110487650
XM_036971017.1,LOC110487650
XM_036971016.1,LOC110487650
XM_036971018.1,LOC110487650
XM_036971555.1,lrrc71
XM_036971554.1,lrrc71
XM_036971556.1,lrrc71
XM_036971557.1,lrrc71
XM_021560747.2,rps27.1
XR_005041425.1,LOC118946554
XM_036971235.1,LOC110487680
XM_036971524.1,chrna11
XM_036970607.1,snx27a
XM_021595485.2,LOC110517409
XM_021591839.2,LOC110510474
XM_021591840.2,LOC110510474
XM_021591837.2,LOC110510473
XM_036971586.1,LOC118946503
XR_005041348.1,LOC110488483
XR_002468419.2,LOC110488483
XR_005041347.1,LOC110488483
XM_036971258.1,LOC110488482
XM_036971260.1,LOC110488482
XM_036971257.1,LOC110488482
XM_036971263.1,LOC110488482
XM_036971261.1,LOC110488482
XM_036971256.1,LOC110488482
XM_036971262.1,LOC110488482
XM_036971259.1,LOC110488482
XM_036971264.1,LOC110488482
XM_036971011.1,LOC118946469
NM_001165125.2,annotated by transcript or proteomic data
XM_036971385.1,LOC110488480
XM_036971383.1,LOC110488484
XR_002468421.2,LOC110488485
XR_005041368.1,LOC118946505
XR_005041369.1,LOC118946505
XR_005041370.1,LOC118946505
XM_036971452.1,cks1b
XM_036970666.1,pbxip1a
XM_036970668.1,pbxip1a
XM_036970667.1,pbxip1a
XM_036970669.1,pbxip1a
XM_036970670.1,pbxip1a
XM_021560735.2,LOC110488503
XM_036971237.1,LOC110513545
XM_021562162.2,LOC110489454
XM_021560720.2,pygo2
XM_036970946.1,pygo2
XM_036970944.1,pygo2
XM_036970945.1,pygo2
XR_005041393.1,LOC110518429
XR_005041395.1,LOC110518429
XR_005041394.1,LOC110518429
XR_005041366.1,LOC118946501
XM_036971590.1,LOC110519671
XM_036971589.1,LOC110519671
XM_036971591.1,LOC110519671
XM_036971594.1,LOC110519671
XM_036971595.1,LOC110519671
XM_036971592.1,LOC110519671
XM_036971593.1,LOC110519671
XM_036971597.1,LOC110519671
XM_036971596.1,LOC110519671
XM_036971466.1,aqp10b
XM_021595565.2,aqp10b
XM_036971748.1,LOC110516488
XM_036971745.1,LOC110516488
XM_036971747.1,LOC110516488
XM_036971746.1,LOC110516488
XM_036971750.1,LOC110488394
XM_036971751.1,LOC110488394
XM_036971749.1,LOC110488394
XM_036971662.1,LOC118946520
XM_036971475.1,LOC110511528
XM_036971367.1,LOC110487657
XM_036971712.1,LOC110487656
XM_036971714.1,LOC110487656
XR_005041374.1,LOC110488457
XR_005041373.1,LOC110488457
XR_005041372.1,LOC110488457
XM_036970881.1,LOC118946456
XM_036970882.1,LOC118946457
XM_036970883.1,LOC118946457
XM_036970884.1,LOC110518971
XM_036970974.1,LOC110531058
XM_036970973.1,LOC110531058
XM_036970603.1,lipea
NM_001197210.1,annotated by transcript or proteomic data
XM_036970604.1,lipea
NM_001160482.1,annotated by transcript or proteomic data
XM_036971833.1,LOC110530849
XM_036971834.1,LOC110530849
XM_036971582.1,tekt2
XM_036971580.1,tekt2
XM_036971581.1,tekt2
XM_036971298.1,usf2
XM_036971300.1,usf2
XM_036971299.1,usf2
XM_036971301.1,usf2
XM_036971154.1,LOC110514751
XM_036971155.1,naxe
XM_036971326.1,LOC110488433
XM_036971325.1,LOC110488433
XM_036971327.1,LOC110488433
XM_036971374.1,LOC110518127
XM_036971372.1,LOC110518127
XM_036971373.1,LOC110518127
XM_036971371.1,LOC110518127
XM_036971414.1,LOC110517827
XM_036971412.1,LOC110517827
XM_036971415.1,LOC110517827
XM_036971413.1,LOC110517827
XR_005041354.1,LOC110517130
XR_005041353.1,LOC110517130
XR_005041375.1,LOC110496092
XM_036971313.1,LOC110496087
XM_036971309.1,LOC110496087
XM_036971311.1,LOC110496087
XM_036971310.1,LOC110496087
XM_021561997.2,eppk1
XM_036970846.1,nudcd1
XM_036970845.1,nudcd1
XM_036970966.1,LOC110515899
XR_005041294.1,LOC110529149
XR_005040407.1,LOC110509485
XR_005040409.1,LOC110509485
XR_005040408.1,LOC110509485
XM_021590372.2,LOC110509485
XM_036967707.1,LOC110509485
XM_036967706.1,LOC110509485
XM_036967766.1,LOC110509486
XM_021590380.2,LOC110509487
XM_021590381.2,LOC110509488
XM_036967741.1,LOC110509489
XM_036967739.1,LOC110509489
XM_036967742.1,LOC110509489
XM_036967740.1,LOC110509489
XM_021590383.2,LOC110509489
XM_036967738.1,LOC110509489
XM_036967737.1,LOC110509489
XM_036967659.1,LOC110509490
XM_036967660.1,LOC110509490
XM_036967658.1,LOC110509490
XM_036967661.1,LOC110509490
XM_036967662.1,LOC110509490
XM_036967663.1,LOC110509490
XM_021590386.2,LOC110509492
XM_021590385.2,LOC110509491
XM_021590387.2,LOC110509494
XM_021590388.2,LOC110509494
XM_036968301.1,LOC110509495
XM_036967675.1,LOC110509291
XM_036967676.1,LOC110509291
NM_001165177.1,annotated by transcript or proteomic data
XM_021590391.2,LOC110509496
XM_036968184.1,LOC110509496
XM_021590393.2,LOC110509498
XM_021590394.2,LOC110509499
XM_036967224.1,LOC110509500
XM_036967222.1,LOC110509500
XM_021590395.2,LOC110509500
XM_036967225.1,LOC110509500
XM_036967223.1,LOC110509500
XM_036967221.1,LOC110509497
XM_021590392.2,LOC110509497
XM_021590403.2,LOC110509503
XM_021590399.2,LOC110509502
XM_021590401.2,LOC110509502
XM_021590400.2,LOC110509502
XM_021590402.2,LOC110509502
trnaa,tRNA
trnad,tRNA
trnad,tRNA
trnad,tRNA
trnad,tRNA
trnad,tRNA
XM_036967213.1,LOC110509506
XM_021590409.2,LOC110509508
XM_021590408.2,LOC110509508
XM_021590410.2,LOC110509509
XM_021590412.2,LOC110509509
XM_021590413.2,LOC110509509
XM_036967957.1,LOC110509509
XR_005040461.1,LOC118945313
XM_021590414.2,LOC110509510
XR_005040799.1,LOC118945684
XR_005040795.1,LOC118945680
XR_005040794.1,LOC118945679
XR_005040793.1,LOC118945678
XR_005040798.1,LOC118945683
XR_005040797.1,LOC118945682
XR_005040792.1,LOC118945677
XM_021590415.2,LOC110509512
XM_021590416.2,LOC110509512
XM_021590417.2,LOC110509512
XR_005040379.1,LOC110509295
XM_036967478.1,LOC110509295
XM_036967481.1,LOC110509295
XM_036967480.1,LOC110509295
XM_036967482.1,LOC110509295
XM_036967479.1,LOC110509295
XM_036967484.1,LOC110509295
XM_036967483.1,LOC110509295
XM_036967485.1,LOC110509295
XM_021590418.2,LOC110509513
XM_021590420.2,LOC110509514
XM_021590421.2,LOC110509514
XR_002471439.2,LOC110509515
XM_036967432.1,LOC110509516
XM_036967434.1,LOC110509516
XM_036967435.1,LOC110509516
XM_036967436.1,LOC110509516
XR_002471445.2,LOC110509558
XM_021590502.2,LOC110509558
XM_021590499.2,LOC110509558
XM_021590501.2,LOC110509558
XM_021590497.2,LOC110509558
XM_021590496.2,LOC110509557
XM_021590234.2,LOC110509306
XM_036967356.1,LOC110509554
XM_021590493.2,LOC110509554
XM_036967357.1,LOC110509554
XM_021590494.2,LOC110509554
XM_036967355.1,LOC110509556
XR_005040796.1,LOC118945681
XM_036968067.1,LOC110509553
XM_021590491.2,LOC110509553
XM_021590492.2,LOC110509553
XM_036968068.1,LOC110509553
XM_021590490.2,mrps24
XM_036967691.1,LOC110509551
XM_036967689.1,LOC110509551
XM_036967692.1,LOC110509551
XM_036967688.1,LOC110509551
XM_036967687.1,LOC110509551
XM_036967690.1,LOC110509551
XM_036967686.1,LOC110509551
XM_036967677.1,LOC110509550
XM_036967679.1,LOC110509550
XM_036967680.1,LOC110509550
XM_036967681.1,LOC110509550
XM_036967682.1,LOC110509550
XM_036967684.1,LOC110509547
XM_021590481.2,LOC110509547
XM_021590484.2,LOC110509547
XM_021590474.2,LOC110509547
XM_021590483.2,LOC110509547
XM_021590476.2,LOC110509547
XM_021590477.2,LOC110509547
XM_036967683.1,LOC110509547
XM_021590472.2,LOC110509547
XM_021590479.2,LOC110509547
XM_021590478.2,LOC110509547
XM_021590482.2,LOC110509547
XM_021590475.2,LOC110509547
XM_036967685.1,LOC110509547
XM_021590485.2,LOC110509549
XM_036967693.1,LOC110509353
XR_005040653.1,LOC118945508
XR_005040543.1,LOC118945372
XR_005040563.1,LOC118945392
XR_005040664.1,LOC118945519
XR_005040575.1,LOC118945404
XR_005040559.1,LOC118945388
XR_005040668.1,LOC118945530
XR_005040594.1,LOC118945423
XR_005040675.1,LOC118945541
XR_005040577.1,LOC118945406
XR_005040679.1,LOC118945552
XR_005040578.1,LOC118945407
XR_005040564.1,LOC118945393
XR_005040581.1,LOC118945410
XR_005040582.1,LOC118945411
XR_005040583.1,LOC118945412
XR_005040584.1,LOC118945413
XR_005040560.1,LOC118945389
XR_005040553.1,LOC118945382
XR_005040566.1,LOC118945395
XR_005040561.1,LOC118945390
XR_005040555.1,LOC118945384
XR_005040681.1,LOC118945563
XR_005040579.1,LOC118945408
XR_005040554.1,LOC118945383
XR_005040778.1,LOC118945663
XR_005040565.1,LOC118945394
XR_005040789.1,LOC118945674
XR_005040800.1,LOC118945685
XR_005040597.1,LOC118945426
XR_005040595.1,LOC118945424
XR_005040614.1,LOC118945469
XR_005040551.1,LOC118945380
XR_005040812.1,LOC118945697
XR_005040823.1,LOC118945708
XR_005040689.1,LOC118945574
XR_005040830.1,LOC118945715
XR_005040831.1,LOC118945716
XR_005040832.1,LOC118945717
XR_005040591.1,LOC118945420
XR_005040701.1,LOC118945586
XR_005040589.1,LOC118945418
XR_005040833.1,LOC118945718
XR_005040834.1,LOC118945719
XR_005040599.1,LOC118945428
XR_005040596.1,LOC118945425
XR_005040695.1,LOC118945580
XR_005040552.1,LOC118945381
XR_005040835.1,LOC118945720
XR_005040836.1,LOC118945721
XR_005040712.1,LOC118945597
XR_005040837.1,LOC118945722
XR_005040839.1,LOC118945724
XR_005040840.1,LOC118945725
XR_005040592.1,LOC118945421
XR_005040723.1,LOC118945608
XR_005040580.1,LOC118945409
XR_005040841.1,LOC118945726
XR_005040842.1,LOC118945727
XR_005040767.1,LOC118945652
XR_005040734.1,LOC118945619
XR_005040541.1,LOC118945370
XR_005040576.1,LOC118945405
XR_005040843.1,LOC118945728
XR_005040538.1,LOC118945367
XR_005040745.1,LOC118945630
XR_005040556.1,LOC118945385
XR_005040539.1,LOC118945368
XR_005040585.1,LOC118945414
XR_005040562.1,LOC118945391
XR_005040540.1,LOC118945369
XR_005040756.1,LOC118945641
XR_005040600.1,LOC118945429
XR_005040544.1,LOC118945373
XR_005040549.1,LOC118945378
XR_005040587.1,LOC118945416
XR_005040545.1,LOC118945374
XR_005040546.1,LOC118945375
XR_005040590.1,LOC118945419
XR_005040550.1,LOC118945379
XR_005040593.1,LOC118945422
XR_005040557.1,LOC118945386
XR_005040542.1,LOC118945371
XR_005040547.1,LOC118945376
XR_005040548.1,LOC118945377
XR_005040598.1,LOC118945427
XR_005040601.1,LOC118945438
XR_005040602.1,LOC118945449
XR_005040603.1,LOC118945457
XR_005040608.1,LOC118945463
XR_005040558.1,LOC118945387
XR_005040572.1,LOC118945401
XR_005040573.1,LOC118945402
XR_005040620.1,LOC118945475
XR_005040574.1,LOC118945403
XR_005040631.1,LOC118945486
XR_005040642.1,LOC118945497
XR_005040537.1,LOC118945366
XR_005040586.1,LOC118945415
XR_005040806.1,LOC118945691
XR_005040567.1,LOC118945396
XR_005040568.1,LOC118945397
XR_005040588.1,LOC118945417
XR_005040838.1,LOC118945723
XR_005040569.1,LOC118945398
XR_005040570.1,LOC118945399
XR_005040571.1,LOC118945400
XR_005040782.1,LOC118945667
trnaa,tRNA
XR_002471677.2,LOC110511116
XM_036967694.1,LOC110509545
XR_005040783.1,LOC118945668
XR_005040785.1,LOC118945670
trnas,tRNA
XR_005040686.1,LOC118945570
XR_005040445.1,LOC110509517
XM_021590431.2,LOC110509517
XM_021590428.2,LOC110509517
XM_021590424.2,LOC110509517
XM_021590423.2,LOC110509517
XM_021590426.2,LOC110509517
XM_021590427.2,LOC110509517
XM_036967902.1,LOC110509517
XM_036967903.1,LOC110509517
XM_036967904.1,LOC110509518
XM_021590433.2,LOC110509518
XM_036967654.1,LOC110509519
XM_021590434.2,LOC110509519
XM_021590435.2,LOC110509519
XM_021590437.2,LOC110509521
XM_021590436.2,LOC110509521
XM_021590438.2,LOC110509522
XM_021590440.2,LOC110509523
XM_036968277.1,LOC118945358
XM_036968173.1,LOC110509524
XM_021590445.2,LOC110509525
XM_036967593.1,LOC118945281
XM_036967793.1,LOC110509526
XM_021590446.2,LOC110509526
XR_005040528.1,LOC118945361
XR_002471440.2,LOC110509527
XR_002471442.2,LOC110509529
XM_021590447.2,LOC110509530
XM_036967218.1,LOC110509299
XM_036967220.1,unclassified transcription discrepancy
XR_005040416.1,LOC118945302
XM_036968132.1,LOC110509532
XM_036968131.1,LOC110509532
XM_021590449.2,LOC110509532
XM_036968130.1,LOC110509532
XM_021590233.2,LOC110509302
XM_021590451.2,LOC110509533
XM_021590453.2,LOC110509534
XM_036968247.1,LOC110509535
XM_021590454.2,LOC110509536
XM_021590455.2,LOC110509536
XM_036967978.1,LOC110509536
XM_021590456.2,LOC110509538
XM_036968138.1,LOC110509539
XR_005040515.1,LOC118945351
XM_021590462.2,LOC110509541
XM_021590463.2,LOC110509541
XM_036967546.1,LOC110509541
XM_036967547.1,LOC110509541
XM_021590467.2,LOC110509542
XM_021590466.2,LOC110509542
XM_036968250.1,LOC110509544
XR_005040466.1,LOC118945317
XR_005040465.1,LOC118945316
NM_001124445.1,annotated by transcript or proteomic data
XR_002471421.2,LOC110509355
XM_036968111.1,LOC118936257
XR_005040488.1,LOC118945331
XM_036968112.1,LOC118945330
trnas,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnat,tRNA
trnat,tRNA
trnat,tRNA
trnat,tRNA
trnat,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnat,tRNA
trnaa,tRNA
trnaa,tRNA
XR_002471784.2,LOC110511724
XM_021592520.2,LOC110511721
XR_002471783.2,LOC110511723
XR_005040693.1,LOC118945578
XR_005040606.1,LOC118945461
XR_005040828.1,LOC118945713
XR_005040604.1,LOC118945458
XR_005040694.1,LOC118945579
XR_005040680.1,LOC118945553
XR_005040683.1,LOC118945567
XR_005040696.1,LOC118945581
XM_036967762.1,LOC118945299
XM_036967761.1,LOC118945299
XR_005040697.1,LOC118945582
XM_036968094.1,LOC110518727
XR_005040698.1,LOC118945583
XR_005040829.1,LOC118945714
XR_005040605.1,LOC118945459
NM_001281416.1,annotated by transcript or proteomic data
XR_005040665.1,LOC118945520
XR_005040699.1,LOC118945584
XR_005040607.1,LOC118945462
XR_005040700.1,LOC118945585
XR_005040609.1,LOC118945464
XR_005040702.1,LOC118945587
XR_005040610.1,LOC118945465
XR_005040703.1,LOC118945588
XR_005040670.1,LOC118945533
XR_005040704.1,LOC118945589
XR_005040611.1,LOC118945466
XR_005040705.1,LOC118945590
XR_005040612.1,LOC118945467
XR_005040706.1,LOC118945591
XR_005040613.1,LOC118945468
XR_005040707.1,LOC118945592
XR_005040615.1,LOC118945470
XR_005040708.1,LOC118945593
XR_005040616.1,LOC118945471
XR_005040709.1,LOC118945594
XR_005040617.1,LOC118945472
XR_005040710.1,LOC118945595
XR_005040618.1,LOC118945473
XR_005040711.1,LOC118945596
XR_005040619.1,LOC118945474
XR_005040713.1,LOC118945598
XR_005040662.1,LOC118945517
XR_005040714.1,LOC118945599
XR_005040621.1,LOC118945476
XR_005040715.1,LOC118945600
XR_005040622.1,LOC118945477
XR_005040791.1,LOC118945676
XR_005040623.1,LOC118945478
XR_005040716.1,LOC118945601
XR_005040624.1,LOC118945479
XR_005040717.1,LOC118945602
XR_005040625.1,LOC118945480
XR_005040718.1,LOC118945603
XR_005040626.1,LOC118945481
XR_005040719.1,LOC118945604
XR_005040627.1,LOC118945482
XR_005040720.1,LOC118945605
XR_005040628.1,LOC118945483
XR_005040721.1,LOC118945606
XR_005040663.1,LOC118945518
XR_005040722.1,LOC118945607
XR_005040629.1,LOC118945484
XR_005040724.1,LOC118945609
XR_005040630.1,LOC118945485
XR_005040725.1,LOC118945610
XR_005040632.1,LOC118945487
XR_005040726.1,LOC118945611
XR_005040633.1,LOC118945488
XR_005040727.1,LOC118945612
XR_005040634.1,LOC118945489
XR_005040728.1,LOC118945613
XR_005040635.1,LOC118945490
XR_005040729.1,LOC118945614
XR_005040636.1,LOC118945491
XR_005040730.1,LOC118945615
XR_005040637.1,LOC118945492
XR_005040731.1,LOC118945616
XR_005040638.1,LOC118945493
XR_005040732.1,LOC118945617
XR_005040639.1,LOC118945494
XR_005040733.1,LOC118945618
XR_005040640.1,LOC118945495
XR_005040735.1,LOC118945620
XR_005040641.1,LOC118945496
XR_005040736.1,LOC118945621
XR_005040643.1,LOC118945498
XR_005040737.1,LOC118945622
XR_005040644.1,LOC118945499
XR_005040738.1,LOC118945623
XR_005040645.1,LOC118945500
XR_005040739.1,LOC118945624
XR_005040646.1,LOC118945501
XR_005040740.1,LOC118945625
XR_005040647.1,LOC118945502
XR_005040741.1,LOC118945626
XR_005040648.1,LOC118945503
XR_005040742.1,LOC118945627
XR_005040649.1,LOC118945504
XR_005040743.1,LOC118945628
XR_005040650.1,LOC118945505
XR_005040744.1,LOC118945629
XR_005040651.1,LOC118945506
XR_005040746.1,LOC118945631
XR_005040652.1,LOC118945507
XR_005040747.1,LOC118945632
XR_005040654.1,LOC118945509
XR_005040748.1,LOC118945633
XR_005040655.1,LOC118945510
XR_005040749.1,LOC118945634
XR_005040656.1,LOC118945511
XR_005040750.1,LOC118945635
XR_005040657.1,LOC118945512
XR_005040751.1,LOC118945636
XR_005040658.1,LOC118945513
XR_005040752.1,LOC118945637
XR_005040659.1,LOC118945514
XR_005040753.1,LOC118945638
XR_005040660.1,LOC118945515
XR_005040754.1,LOC118945639
XR_005040661.1,LOC118945516
XR_005040755.1,LOC118945640
XR_005040757.1,LOC118945642
XR_005040758.1,LOC118945643
XR_005040759.1,LOC118945644
XR_005040671.1,LOC118945537
XR_005040760.1,LOC118945645
XR_005040761.1,LOC118945646
XR_005040780.1,LOC118945665
XR_005040762.1,LOC118945647
XR_005040781.1,LOC118945666
XR_005040687.1,LOC118945572
XR_005040669.1,LOC118945532
XR_005040786.1,LOC118945671
XR_005040787.1,LOC118945672
XR_005040788.1,LOC118945673
XR_005040688.1,LOC118945573
XR_005040690.1,LOC118945575
XR_005040691.1,LOC118945576
XR_005040790.1,LOC118945675
XR_005040763.1,LOC118945648
XR_005040666.1,LOC118945523
XR_005040674.1,LOC118945540
XR_005040764.1,LOC118945649
XR_005040682.1,LOC118945565
XR_005040765.1,LOC118945650
XR_005040766.1,LOC118945651
XR_005040677.1,LOC118945548
XR_005040768.1,LOC118945653
XR_005040769.1,LOC118945654
XR_005040678.1,LOC118945549
XR_005040770.1,LOC118945655
XR_005040676.1,LOC118945542
XR_005040771.1,LOC118945656
XR_005040772.1,LOC118945657
XR_005040667.1,LOC118945528
XR_005040773.1,LOC118945658
XR_005040672.1,LOC118945538
XR_005040685.1,LOC118945569
XR_005040774.1,LOC118945659
XR_005040775.1,LOC118945660
XM_036967975.1,LOC118945315
XM_036967973.1,LOC118945315
XM_036967974.1,LOC118945315
XR_005040776.1,LOC118945661
XR_005040673.1,LOC118945539
XR_005040684.1,LOC118945568
XR_005040777.1,LOC118945662
XR_005040779.1,LOC118945664
XR_005040692.1,LOC118945577
